15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04190541549383788  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04190507166812186  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04190395938478506  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04190471567886828  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04190541549383788  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04190507166812186  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04190395938478506  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04190471567886828  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04190541549383788  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04190507166812186  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04190395938478506  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04190471567886828  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04426070957122591  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04426277385299193  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04426157964850144  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04426080297872622  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04426070957122591  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04426277385299193  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04426157964850144  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04426080297872622  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.003301652097756355  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.003301823241867052  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.003301856222145523  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.003301694428713097  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.02428670138281323  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.02428793854289526  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.02428815035103541  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.02428693615023038  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.03415909430789232  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.03415883743222838  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.0341594061038695  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.03415966104432461  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04056927104257389  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04056884149935706  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04057231711341033  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.0405727572769235  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.0435774379718536  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04357894254488542  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04357881675537793  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04357808589152238  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01382327799149507  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.01382404157308302  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.01382414311616273  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.01382348554790788  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04426070957122591  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04426277385299193  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04426157964850144  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04426080297872622  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04595489917250958  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.0459570260397279  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04595732051364052  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04595586464672639  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04190541549383788  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04190507166812186  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04190395938478506  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04190471567886828  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04426070957122591  
15 17116  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04426277385299193  
15 19520  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04426157964850144  
15 21942  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04426080297872622  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04238411745741081  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04238231714333884  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04238034749138194  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04238195626887094  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04467829638808681  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04466752194803724  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04466179843146676  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.0446704415707282  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04467829638808681  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04466752194803724  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04466179843146676  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.0446704415707282  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04238411745741081  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04238231714333884  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04238034749138194  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04238195626887094  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04467829638808681  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04466752194803724  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04466179843146676  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.0446704415707282  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   4.95085331769832e-07  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -6.170486347784056e-07  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   -5.346447155911534e-07  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   1.946566905143658e-07  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04238411745741081  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04238231714333884  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04238034749138194  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04238195626887094  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.0440586929915493  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04405657412015488  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04405305696398373  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04405342586587259  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.03968939178590371  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.03968214591442971  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.03967607370227016  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.03968391169734668  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.02590489535624243  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.02589636075245602  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.02586657112296973  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.02587484396096264  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04748639998014129  
15 51979  -0.08131727983645295 0.08131727983645297 0  0 0 0   -0.04748451005126769  
15 60979  -0.08131727983645298 -0.08131727983645295 0  0 0 0   0.04748352186083073  
15 69966  0.08131727983645295 -0.08131727983645298 0  0 0 0   -0.04748555872257887  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.04238411745741081  
