15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01340973295802812  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01340973295802812  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01340973295802812  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01416342706279229  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01416342706279229  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.001056528671282034  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.007771744442500235  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01093091017852554  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01298216673362365  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01394478015099315  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.004423448957278423  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01416342706279229  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01470556773520306  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01340973295802812  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01416342706279229  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01356291758637146  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01429705484418778  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01429705484418778  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01356291758637146  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01429705484418778  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   1.584273061663463e-07  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01356291758637146  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01409878175729578  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01270060537148919  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.008289566513997575  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01519564799364521  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01356291758637146  
15 44061  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01495272845956807  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01416342706279229  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   -2.656943155543816e-07  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.0139639341503966  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01340973295802812  
15 14992  0.08131727983645297 0.08131727983645295 0  0 0 0   0.01340973295802812  
