15 25788  0.116 0 0  0 0 0   0.8388114321987362  
15 25787  0.1159823326381414 0.002024479146724887 0  0.0174532925199433 0 0   0.8393898591012142  
15 25785  0.1159293359342151 0.004048341617490112 0  0.03490658503988659 0 0   0.8325598153046863  
15 25230  0.1158410260315306 0.006070970924181485 0  0.05235987755982989 0 0   0.528132183629854  
15 25229  0.1157174298301396 0.008091750954318536 0  0.06981317007977318 0 0   0.4421495920520064  
15 25228  0.1155585849786425 0.01011006615872835 0  0.08726646259971647 0 0   0.6893053385753564  
15 25227  0.1153645398627197 0.0121253017390478 0  0.1047197551196598 0 0   0.9162068441114397  
15 25776  0.1151353535903934 0.01413684383499711 0  0.1221730476396031 0 0   0.932071678417378  
15 25774  0.1148710959740222 0.01614407971136759 0  0.1396263401595464 0 0   0.9259415816199936  
15 25773  0.114571847509036 0.01814639794466678 0  0.1570796326794897 0 0   0.9270325157173466  
15 25771  0.1142376993494161 0.02014318860936392 0  0.1745329251994329 0 0   0.715468252641571  
15 25223  0.113868753279929 0.0221338434636792 0  0.1919862177193762 0 0   0.5308735122836725  
15 25222  0.1134651216851215 0.02411775613486008 0  0.2094395102393195 0 0   0.5591223153930887  
15 25221  0.1130269275150873 0.02609432230388834 0  0.2268928027592628 0 0   0.8165777394798368  
15 25220  0.1125543042480156 0.02806293988956145 0  0.2443460952792061 0 0   0.8393338519394075  
15 25219  0.1120473958495319 0.03002300923189241 0  0.2617993877991494 0 0   0.7561331759769954  
15 25760  0.111506356728845 0.0319739332747719 0  0.2792526803190927 0 0   0.7185446998702182  
15 25758  0.1109313516917121 0.03391511774783747 0  0.296705972839036 0 0   0.5641642345227197  
15 25757  0.1103225558902378 0.03584597134749391 0  0.3141592653589794 0 0   0.4352046624172749  
15 25755  0.1096801547695207 0.03776590591703018 0  0.3316125578789227 0 0   0.3678630349260095  
15 25215  0.1090043440111654 0.03967433662577759 0  0.349065850398866 0 0   0.5203343060084106  
15 25214  0.1082953294736754 0.04157068214725484 0  0.3665191429188093 0 0   0.7923310393458107  
15 25213  0.1075533271297473 0.04345436483624582 0  0.3839724354387526 0 0   0.847974288797995  
15 25212  0.1067785630004831 0.04532481090475577 0  0.401425727958696 0 0   0.8472026147995939  
